,Company,Date,Adj Close,Volume,press release,Price change 12mo,Price change 8mo,Price change 4mo,Price change,Price change pct,Compound,Negative,Neutral,Positive,polarity,subjectivity,text length,word_count,word_density,punctuation_count,upper_case_word_count,stopword_count,readability,noun_count,verb_count,adj_count,adv_count,pron_count,top_words,Price change sign long,Price change sign mid,Price change sign short,word_calculation
82,materials,2021-11-01,144.889099,160855300,"Demand for semiconductors and equipment continues to grow as the pandemic accelerates digital transformation of the economy, and currently, our supply chain cannot keep up. We expect supply shortages of certain silicon components to persist in the near-term, and managing these constraints in partnership with our suppliers and chipmakers is our top priority. Applied delivered strong growth in fiscal 2021, with overall orders up by 62 percent year over year and Semiconductor Systems orders up 78 percent. The momentum continued as our Semiconductor Systems backlog increased during the fourth quarter from $5.5 billion to $6.7 billion, and we see this strength sustaining into 2022.",-29.03770399999999,-14.70568799999998,-8.649581999999981,0.0,0.0,0.9109,0.027,0.837,0.136,0.1639455782312925,0.31496598639455786,685.0,104.0,6.523809523809524,14.0,0.0,40.0,11.91013846153846,30.0,12.0,12.0,4.0,6.0,"[('supply', 2), ('orders', 2), ('percent', 2), ('year', 2), ('Semiconductor', 2), ('Systems', 2), ('$', 2), ('billion', 2), ('Demand', 1), ('semiconductors', 1)]",-1.0,-1.0,-1.0,1.171018234406146
94,materials,2022-11-01,108.797935,176523300,"Applied Materials delivered a strong finish to our fiscal year with record performance, and we remain focused on mitigating supply chain constraints and doing everything possible to meet customer demand. Though we are slowing the rate of spending growth in the near term amid geopolitical and macroeconomic challenges, we are making the strategic investments to win the major technology inflections that will enable Applied to outgrow the semiconductor market.",24.15941699999999,13.716332000000008,2.145661000000004,0.0,0.0,0.9022,0.019,0.807,0.174,0.2791666666666667,0.6066666666666667,460.0,69.0,6.571428571428571,4.0,0.0,26.0,11.203318491484184,23.0,12.0,9.0,0.0,4.0,"[('Applied', 2), ('Materials', 1), ('delivered', 1), ('strong', 1), ('finish', 1), ('fiscal', 1), ('year', 1), ('record', 1), ('performance', 1), ('remain', 1)]",1.0,1.0,1.0,1.0323953319778512
36,mcdonalds,2018-01-01,150.376709,79270000,"2017 was a strong year for McDonald’s as customers responded to the many ways we are making their experience more convenient and enjoyable. We served more customers more often, achieved our best comparable sales performance in six years, gained share in markets around the world and made tremendous progress with growth platforms such as delivery, mobile order and pay and Experience of the Future. For 2018, we plan to invest about $2.4 billion of capital, the majority of which will be dedicated to reinvesting in our existing locations through accelerated deployment of Experience of the Future in the U.S. Our development plans also include the opening of about 1,000 new McDonald’s restaurants, 75% of which will be funded by our expanded network of developmental licensees and affiliates around the world. At the same time, we plan to continue making meaningful investments in technology to modernize the customer experience and redefine convenience. I’m confident that now is the opportune time to strategically invest in our business and our restaurants to drive profitable growth and become an even better McDonald’s. Our Velocity Growth Plan is working and we’re focused on aggressive execution in 2018 to achieve the even greater ambitions we have for our business and brand in the years ahead. With the commitment the McDonald’s system has to running great restaurants and maximizing our growth initiatives, we are confident that we will accelerate our momentum by capitalizing on our strong business model and distinct brand advantages in convenience, menu variety and value.",9.601257000000004,-0.5840910000000008,-8.890259000000015,0.0,0.0,0.9962,0.01,0.757,0.233,0.4017316017316018,0.5196608946608946,1588.0,251.0,6.301587301587301,22.0,1.0,112.0,11.248946753246754,82.0,38.0,24.0,11.0,21.0,"[('McDonald', 4), ('growth', 3), ('restaurants', 3), ('business', 3), ('strong', 2), ('customers', 2), ('making', 2), ('experience', 2), ('years', 2), ('world', 2)]",1.0,-1.0,-1.0,0.09643135852065342
48,mcdonalds,2019-01-01,161.068085,80003700,"Our performance in 2018 was strong, driven by the Velocity Growth Plan with broad-based momentum across each of our global segments. We continued to transform our business by making substantial progress on modernising our restaurants and offering more convenience, choice and value to our customers. We’ve now achieved 14 consecutive quarters of positive global comparable sales and our customers rewarded us with more visits in 2018, helping us to achieve two consecutive years of global guest count growth for the first time since 2012.",21.261123,35.77731299999999,18.696380000000005,0.0,0.0,0.9702,0.0,0.754,0.246,0.23882575757575758,0.32651515151515154,538.0,84.0,6.329411764705882,7.0,0.0,31.0,10.503814152046784,22.0,12.0,12.0,3.0,10.0,"[('global', 3), ('2018', 2), ('customers', 2), ('consecutive', 2), ('performance', 1), ('strong', 1), ('driven', 1), ('Velocity', 1), ('Growth', 1), ('Plan', 1)]",1.0,1.0,1.0,3.7749734402109634
60,mcdonalds,2020-01-01,197.424133,77468400,"2019 marked a year of significant milestones for McDonald's - including surpassing $100 billion in Systemwide sales and achieving our highest global comparable sales growth in over a decade. Through the execution of our Velocity Growth Plan, we once again served more customers the food they crave, marking three consecutive years of global comparable guest count growth. In 2019, we completed our three-year cash return to shareholders target of $25 billion. This was a significant achievement given our substantial investments in Experience of the Future and technology. Our Velocity Growth Plan helped produce strong operating performance over the past several years, and our underlying financial strength continues to build long-term value for our shareholders. As we begin 2020, we remain committed to our capital allocation philosophy to reinvest in the business to drive profitable growth and return all free cash flow to shareholders through a combination of dividends and share repurchases. The broad-based momentum around the world continues to demonstrate the strength of the Velocity Growth Plan and the dedication of millions of global crew members executing that plan in McDonald's restaurants each and every day.  As we look to 2020, we will continue to deliver delicious food and optimize our investments as we further transform the experience for our customers through added convenience and digital engagement.",5.502425999999986,8.919372999999979,-24.436065000000013,0.0,0.0,0.9934,0.0,0.786,0.214,0.18333333333333335,0.39114583333333336,1427.0,217.0,6.545871559633028,22.0,0.0,87.0,10.970051851851853,68.0,29.0,24.0,2.0,18.0,"[('global', 3), ('growth', 3), ('Velocity', 3), ('Growth', 3), ('Plan', 3), ('shareholders', 3), ('2019', 2), ('year', 2), ('significant', 2), ('McDonald', 2)]",1.0,1.0,-1.0,0.3525514327879573
72,mcdonalds,2021-01-01,196.552597,64196200,"2020 will be remembered as one of McDonald’s most challenging, yet inspiring, moments in our long history. The resilience of the McDonald’s System was on display – making safety and service a priority, putting our customers and people first, and running great restaurants. Against an uncertain backdrop, we are committed to staying true to our values and our brand purpose to feed and foster communities. By investing for the future and leveraging competitive strengths within our Accelerating the Arches strategy in drive-thru, delivery, and our growing digital presence, we're confident we can continue to capture market share and drive long-term sustainable growth for all stakeholders.",62.763413000000014,35.397873000000004,25.996216000000004,0.0,0.0,0.9806,0.017,0.718,0.265,0.335,0.5591666666666667,689.0,105.0,6.5,15.0,0.0,43.0,11.072320183486239,33.0,21.0,11.0,2.0,9.0,"[('McDonald', 2), ('long', 2), ('drive', 2), ('2020', 1), ('remembered', 1), ('challenging', 1), ('inspiring', 1), ('moments', 1), ('history', 1), ('resilience', 1)]",1.0,1.0,1.0,0.9269841269841269
84,mcdonalds,2022-01-01,250.977524,64879700,"While 2021 was a year of continued challenges around the world, the McDonald’s System came together with unparalleled dedication and delivered truly exceptional performance. We enter this new year with a clear focus on creating seamless and memorable customer experiences and harnessing our momentum to drive long-term, sustainable growth for all of our stakeholders.",9.656173999999991,-24.05149899999998,-5.646377999999999,0.0,0.0,0.8625,0.0,0.809,0.191,0.3006060606060606,0.5875757575757576,367.0,54.0,6.672727272727273,5.0,0.0,21.0,11.446294594594596,17.0,7.0,8.0,2.0,3.0,"[('year', 2), ('2021', 1), ('continued', 1), ('challenges', 1), ('world', 1), ('McDonald', 1), ('System', 1), ('came', 1), ('unparalleled', 1), ('dedication', 1)]",1.0,-1.0,-1.0,1.0049571230235077
60,meta,2020-01-01,201.910004,347314600,We had a good quarter and a strong end to the year as our community and business continue to grow. We remain focused on building services that help people stay connected to those they care about.,71.25000000000003,59.989990000000006,23.179992000000027,0.0,0.0,0.9287,0.0,0.678,0.322,0.5666666666666667,0.6666666666666667,195.0,36.0,5.27027027027027,2.0,0.0,17.0,6.715007234042553,8.0,8.0,3.0,0.0,4.0,"[('good', 1), ('quarter', 1), ('strong', 1), ('end', 1), ('year', 1), ('community', 1), ('business', 1), ('continue', 1), ('grow', 1), ('remain', 1)]",1.0,1.0,1.0,0.2534657594381036
72,meta,2021-01-01,258.329987,452633100,"We had a strong end to the year as people and businesses continued to use our services during these challenging times. I'm excited about our product roadmap for 2021 as we build new and meaningful ways to create economic opportunity, build community and help people just have fun.",78.02001899999999,81.06002799999999,70.40002399999997,0.0,0.0,0.9552,0.0,0.661,0.339,0.34924242424242424,0.5482683982683983,280.0,48.0,5.714285714285714,4.0,0.0,21.0,9.103813862433862,14.0,9.0,5.0,1.0,5.0,"[('people', 2), ('build', 2), ('strong', 1), ('end', 1), ('year', 1), ('businesses', 1), ('continued', 1), ('use', 1), ('services', 1), ('challenging', 1)]",1.0,1.0,1.0,1.9645073429643232
84,meta,2022-01-01,313.26001,427237300,"We had a solid quarter as people turned to our products to stay connected and businesses continued to use our services to grow,I'm encouraged by the progress we made this past year in a number of important growth areas like Reels, commerce, and virtual reality, and we'll continue investing in these and other key priorities in 2022 as we work towards building the metaverse. ",-192.92001400000004,-177.58001700000003,-119.62001100000003,0.0,0.0,0.9022,0.0,0.791,0.209,0.0050000000000000044,0.545,376.0,64.0,5.7846153846153845,7.0,0.0,28.0,10.74726923076923,16.0,13.0,7.0,0.0,7.0,"[('solid', 1), ('quarter', 1), ('people', 1), ('turned', 1), ('products', 1), ('stay', 1), ('connected', 1), ('businesses', 1), ('continued', 1), ('use', 1)]",-1.0,-1.0,-1.0,2.162216417910448
52,medtronic,2019-05-01,83.858704,125055800,"Q4 was a solid finish to a strong fiscal year for Medtronic. In fiscal year 2019, we executed and delivered revenue growth, EPS, and free cash flow all above the guidance we set at the beginning of the year. Our organization overcame challenges and relied upon the diversification of our business to deliver another quarter of solid top- and bottom-line results, with excellent free cash flow generation.",6.49681799999999,22.315269,15.069632999999996,0.0,0.0,0.9612,0.0,0.72,0.28,0.3416666666666666,0.5166666666666667,404.0,67.0,5.9411764705882355,9.0,2.0,26.0,9.914884477611942,23.0,6.0,10.0,0.0,4.0,"[('year', 3), ('solid', 2), ('fiscal', 2), ('free', 2), ('cash', 2), ('flow', 2), ('Q4', 1), ('finish', 1), ('strong', 1), ('Medtronic', 1)]",1.0,1.0,1.0,1.1342822792630287
64,medtronic,2020-05-01,91.234741,112647800,"It is important to acknowledge the incredible heroism, resolve and sacrifice of the frontline healthcare workers fighting the COVID-19 pandemic, as well as our employees who are supporting them. This pandemic presented the world with an unprecedented challenge, which required an unprecedented response, including by our team at Medtronic. I’m extremely proud of the way our employees have risen to the occasion to help healthcare systems and workers, governments and NGOs, and for the way that they’ve continued to support their communities and families through this time.",32.648743,13.584716999999998,5.573493999999997,0.0,0.0,0.9605,0.024,0.745,0.231,0.5916666666666667,0.8249999999999998,573.0,87.0,6.511363636363637,10.0,1.0,40.0,11.578034863387977,25.0,16.0,7.0,4.0,9.0,"[('healthcare', 2), ('workers', 2), ('pandemic', 2), ('employees', 2), ('unprecedented', 2), ('way', 2), ('important', 1), ('acknowledge', 1), ('incredible', 1), ('heroism', 1)]",1.0,1.0,1.0,5.25
76,medtronic,2021-05-01,119.786201,93284400,"We reported a strong end to our fiscal year, with our fourth quarter results demonstrating continued momentum. Our recovery improved throughout the quarter, with most of our markets returning to near normal, pre-COVID growth rates. In addition to supporting our employees, customers, and communities during the pandemic, we accomplished important milestones, including launching new products, investing in our pipeline, and changing our operating model, just to name a few. As we look ahead, these actions set us up to drive accelerated revenue growth in the year ahead and over the long term.",-18.814987,-20.250946,-0.5748670000000118,0.0,0.0,0.9531,0.0,0.816,0.184,0.17451790633608813,0.45344352617079886,593.0,92.0,6.376344086021505,16.0,0.0,37.0,9.85138243559719,24.0,14.0,13.0,3.0,11.0,"[('year', 2), ('quarter', 2), ('growth', 2), ('ahead', 2), ('reported', 1), ('strong', 1), ('end', 1), ('fiscal', 1), ('fourth', 1), ('results', 1)]",-1.0,-1.0,-1.0,1.019467518043007
88,medtronic,2022-05-01,96.897919,119945700,"Global supply chain and COVID-19 controls in China created acute impacts to our results in the fourth quarter. We understand the root causes, we’re addressing them, and we expect them to resolve over the near-term. “We remain keenly focused on delivering innovation-driven growth with a robust pipeline of technologies in fast-growing markets, and we’re committed to creating strong shareholder value through strategic capital allocation and active portfolio management.",-5.9479220000000055,-13.919815,-18.170212000000006,0.0,0.0,0.9716,0.0,0.679,0.321,0.18,0.44666666666666666,470.0,68.0,6.811594202898551,10.0,1.0,23.0,11.969297823129251,20.0,13.0,11.0,2.0,8.0,"[('Global', 1), ('supply', 1), ('chain', 1), ('COVID-19', 1), ('controls', 1), ('China', 1), ('created', 1), ('acute', 1), ('impacts', 1), ('results', 1)]",-1.0,-1.0,-1.0,0.3251601307189542
30,microsoft,2017-07-01,67.442818,469851200,"Innovation across our cloud platforms drove strong results this quarter,” said Satya Nadella, chief executive officer at Microsoft, “Customers are looking to Microsoft and our thriving partner ecosystem to accelerate their own digital transformations and to unlock new opportunity in this era of intelligent cloud and intelligent edge. We delivered a strong finish to the year with 30% growth in commercial bookings this quarter We will continue to invest in key areas that drive future growth for Microsoft and our customers.",25.63638999999999,20.449012,11.056586999999992,0.0,0.0,0.969,0.0,0.759,0.241,0.32030303030303026,0.5846212121212121,526.0,81.0,6.414634146341464,6.0,0.0,31.0,11.914924242424242,33.0,10.0,10.0,0.0,6.0,"[('Microsoft', 3), ('cloud', 2), ('strong', 2), ('quarter', 2), ('intelligent', 2), ('growth', 2), ('Innovation', 1), ('platforms', 1), ('drove', 1), ('results', 1)]",1.0,1.0,1.0,0.08340935506098818
42,microsoft,2018-07-01,100.330246,569352300,"We had an incredible year, surpassing $100 billion in revenue as a result of our teams’ relentless focus on customer success and the trust customers are placing in Microsoft,” said Satya Nadella, chief executive officer of Microsoft. “Our early investments in the intelligent cloud and intelligent edge are paying off, and we will continue to expand our reach in large and growing markets with differentiated innovation. Exceptional sales execution delivered double-digit revenue growth across all segments and strong progress against our strategic priorities, anchored by commercial cloud revenue growing 53% year-over-year to $6.9 billion",18.107124,6.494759000000002,4.952872999999997,0.0,0.0,0.9805,0.0,0.715,0.285,0.46825396825396826,0.5735449735449736,640.0,94.0,6.7368421052631575,14.0,0.0,32.0,12.096137720207254,32.0,15.0,14.0,0.0,6.0,"[('year', 3), ('revenue', 3), ('$', 2), ('billion', 2), ('Microsoft', 2), ('intelligent', 2), ('cloud', 2), ('growing', 2), ('incredible', 1), ('surpassing', 1)]",1.0,1.0,1.0,0.18260488018828752
54,microsoft,2019-07-01,130.976746,484079900,"It was a record fiscal year for Microsoft, a result of our deep partnerships with leading companies in every industry,” said Satya Nadella, chief executive officer of Microsoft. “Every day we work alongside our customers to help them build their own digital capability — innovating with them, creating new businesses with them, and earning their trust. This commitment to our customers’ success is resulting in larger, multi-year commercial cloud agreements and growing momentum across every layer of our technology stack. Q4 commercial cloud revenue increased 39% year-over-year to $11.0 billion, driving our strongest commercial quarter ever",46.827301000000006,25.790298000000007,15.007598000000002,0.0,0.0,0.967,0.0,0.786,0.214,0.11515151515151516,0.26161616161616164,643.0,96.0,6.628865979381444,16.0,1.0,30.0,11.204111602610588,34.0,14.0,15.0,2.0,12.0,"[('year', 4), ('commercial', 3), ('Microsoft', 2), ('customers', 2), ('cloud', 2), ('record', 1), ('fiscal', 1), ('result', 1), ('deep', 1), ('partnerships', 1)]",1.0,1.0,1.0,2.01379662612695
66,microsoft,2020-07-01,199.471344,770190800,"The last five months have made it clear that tech intensity is the key to business resilience. Organizations that build their own digital capability will recover faster and emerge from this crisis stronger,” said Satya Nadella, chief executive officer of Microsoft. “We are the only company with an integrated, modern technology stack — powered by cloud and AI and underpinned by security and compliance — to help every organization transform and reimagine how they meet customer needs. Our commercial cloud surpassed $50 billion in annual revenue for the first time this year. And this quarter our Commercial bookings were better than expected, growing 12% year-over-year,” said Amy Hood, executive vice president and chief financial officer of Microsoft. “As we drive growth across the company, we remain committed to investing in long-term strategic opportunities.",45.250320000000016,27.770493000000016,9.318725999999998,0.0,0.0,0.8939,0.033,0.835,0.132,0.11923076923076922,0.38333333333333336,867.0,133.0,6.470149253731344,18.0,1.0,46.0,10.531807055961071,42.0,22.0,23.0,3.0,8.0,"[('year', 3), ('said', 2), ('chief', 2), ('executive', 2), ('officer', 2), ('Microsoft', 2), ('company', 2), ('cloud', 2), ('months', 1), ('clear', 1)]",1.0,1.0,1.0,0.1461088276523376
78,microsoft,2021-07-01,279.896912,522672700,"We are innovating across the technology stack to help organizations drive new levels of tech intensity across their business,” said Satya Nadella, chairman and chief executive officer of Microsoft. “Our results show that when we execute well and meet customers’ needs in differentiated ways in large and growing markets, we generate growth, as we’ve seen in our commercial cloud – and in new franchises we’ve built, including gaming, security, and LinkedIn, all of which surpassed $10 billion in annual revenue over the past three years. As we closed out the fiscal year, our sales teams and partners delivered a strong quarter with over 20% top and bottom-line growth, highlighted by commercial bookings growth of 30% year over year,” said Amy Hood, executive vice president and chief financial officer of Microsoft. “Our commercial cloud revenue grew 36% year over year to $19.5 billion.",-11.255402000000004,14.73568700000004,45.49789400000003,0.0,0.0,0.9571,0.0,0.859,0.141,0.09730421094057458,0.26554506099960645,889.0,142.0,6.216783216783217,23.0,0.0,45.0,11.051085430463576,51.0,22.0,20.0,4.0,11.0,"[('year', 5), ('growth', 3), ('commercial', 3), ('new', 2), ('said', 2), ('chief', 2), ('executive', 2), ('officer', 2), ('Microsoft', 2), ('cloud', 2)]",-1.0,1.0,1.0,0.07323323358365989
90,microsoft,2022-07-01,278.052277,534891800,"We see real opportunity to help every customer in every industry use digital technology to overcome today’s challenges and emerge stronger,” said Satya Nadella, chairman and chief executive officer of Microsoft. “No company is better positioned than Microsoft to help organizations deliver on their digital imperative - so they can do more with less. In a dynamic environment we saw strong demand, took share, and increased customer commitment to our cloud platform. Commercial bookings grew 25% and Microsoft Cloud revenue was $25 billion, up 28% year over year,” said Amy Hood, executive vice president and chief financial officer of Microsoft. “As we begin a new fiscal year, we remain committed to balancing operational discipline with continued investments in key strategic areas to drive future growth.",49.62142899999998,-29.798142000000013,-24.81852800000001,0.0,0.0,0.9754,0.01,0.782,0.207,0.1233100233100233,0.29586247086247086,808.0,125.0,6.412698412698413,17.0,0.0,37.0,11.36356153846154,46.0,19.0,24.0,3.0,7.0,"[('Microsoft', 4), ('year', 3), ('help', 2), ('customer', 2), ('digital', 2), ('said', 2), ('chief', 2), ('executive', 2), ('officer', 2), ('25', 2)]",1.0,-1.0,-1.0,2.456702587123792
41,nike,2018-06-01,75.601349,156494400,"Our new innovation is winning with consumers, driving significant momentum in our international geographies and a return to growth in North America. Fueled by a complete digital transformation of our company end-to-end, this year set the foundation for Nike’s next wave of long-term, sustainable growth and profitability.",2.728065000000001,-3.951470000000001,5.205085999999994,0.0,0.0,0.9201,0.0,0.731,0.269,0.15876623376623375,0.3542207792207792,321.0,47.0,6.6875,8.0,0.0,18.0,11.441629948186527,17.0,6.0,8.0,1.0,3.0,"[('growth', 2), ('end', 2), ('new', 1), ('innovation', 1), ('winning', 1), ('consumers', 1), ('driving', 1), ('significant', 1), ('momentum', 1), ('international', 1)]",1.0,-1.0,1.0,0.4544989339019189
53,nike,2019-06-01,80.740395,134665600,"FY19 was a pivotal year for NIKE as we continue to bring our Consumer Direct Offense to life throughout the marketplace. Our distinctive innovation and digital advantage led to accelerated growth across our complete portfolio, while our Brand fueled deeper relationships with consumers around the globe. Reflecting on our FY19 performance, it is clear that growth is paramount at NIKE, and that our strong growth is being driven by strategic transformation. Amid foreign exchange volatility, our double-digit currency-neutral revenue growth and expanding ROIC showcase NIKE’s unrivaled ability to create extraordinary value for consumers and shareholders over the long term.",12.35938999999999,9.407546999999994,9.82217399999999,0.0,0.0,0.9709,0.017,0.746,0.237,0.1546296296296296,0.4712962962962963,674.0,99.0,6.74,10.0,5.0,37.0,12.728309335219237,37.0,15.0,14.0,0.0,9.0,"[('growth', 4), ('NIKE', 3), ('FY19', 2), ('consumers', 2), ('pivotal', 1), ('year', 1), ('continue', 1), ('bring', 1), ('Consumer', 1), ('Direct', 1)]",1.0,1.0,1.0,0.08483812276576336
65,nike,2020-06-01,95.291756,183209200,"In a highly dynamic environment, the NIKE Brand continues to resonate strongly with consumers all over the world as our digital business accelerates in every market. We are uniquely positioned to grow, and now is the time to build on NIKE's strengths and distinct capabilities. We are continuing to invest in our biggest opportunities, including a more connected digital marketplace, to extend our leadership and fuel long-term growth.",35.089592,35.90897299999999,26.986960999999997,0.0,0.0,0.9117,0.0,0.809,0.191,0.22976190476190478,0.3857142857142857,435.0,68.0,6.304347826086956,9.0,1.0,31.0,11.525625925925926,17.0,12.0,7.0,5.0,5.0,"[('NIKE', 2), ('digital', 2), ('highly', 1), ('dynamic', 1), ('environment', 1), ('Brand', 1), ('continues', 1), ('resonate', 1), ('strongly', 1), ('consumers', 1)]",1.0,1.0,1.0,0.43038548752834466
77,nike,2021-06-01,151.390793,193654700,"NIKE’s strong results this quarter and full fiscal year demonstrate NIKE’s unique competitive advantage and deep connection with consumers all over the world. FY21 was a pivotal year for NIKE as we brought our Consumer Direct Acceleration strategy to life across the marketplace. Fueled by our momentum, we continue to invest in innovation and our digital leadership to set the foundation for NIKE’s long-term growth. NIKE’s brand momentum is a testament to our authentic consumer connections, digital strength and continued operational execution. As we advance our consumer-led digital transformation, we arebuilding a new financial model that will continue to fuel long-term sustainable, profitable growth for NIKE.",-5.790543000000014,14.727782999999988,-8.83940100000001,0.0,0.0,0.9578,0.0,0.824,0.176,0.1995580808080808,0.4239898989898989,717.0,106.0,6.700934579439252,12.0,3.0,39.0,12.800888771929825,42.0,15.0,19.0,0.0,9.0,"[('NIKE', 6), ('digital', 3), ('year', 2), ('momentum', 2), ('continue', 2), ('long', 2), ('term', 2), ('growth', 2), ('consumer', 2), ('strong', 1)]",-1.0,1.0,-1.0,2.068724671353505
89,nike,2022-06-01,100.724655,172665200,"NIKE’s results this fiscal year are a testament to the unmatched strength of our brands and our deep connection with consumers. Our competitive advantages, including our pipeline of innovative product and expanding digital leadership, prove that our strategy is working as we create value through our relentless drive to serve the future of sport. In this dynamic environment, NIKE's unrivaled strengths continue to fuel our momentum. Two years into executing our Consumer Direct Acceleration, we are better positioned than ever to drive long-term growth while serving consumers directly at scale.",25.826744000000005,7.961014000000006,-18.601592999999998,0.0,0.0,0.9716,0.012,0.732,0.255,0.15000000000000002,0.37395833333333334,597.0,90.0,6.56043956043956,10.0,0.0,36.0,11.490781342701016,30.0,16.0,9.0,3.0,10.0,"[('NIKE', 2), ('consumers', 2), ('drive', 2), ('results', 1), ('fiscal', 1), ('year', 1), ('testament', 1), ('unmatched', 1), ('strength', 1), ('brands', 1)]",1.0,1.0,-1.0,1.3842501776830136
37,nvidia,2018-02-01,59.873226,1491552800,"We achieved another record quarter, capping an excellent year,” said Jensen Huang, founder and chief executive officer of NVIDIA. “In a powerful sign of our progress, attendees at NVIDIA’s GPU Technology Conferences reached 22,000, up tenfold in five years, as software developers working in AI, self-driving cars, and a broad range of other fields continued to discover the acceleration and money-saving benefits of our GPU computing platform. Industries around the world are racing to incorporate AI. Virtually every internet and cloud service provider has embraced our Volta GPUs. Hundreds of transportation companies are using our NVIDIA DRIVE platform. From manufacturing and healthcare to smart cities, innovators are using our platform to invent the future",-24.208793,9.778239999999997,-1.189098000000001,0.0,0.0,0.9325,0.0,0.871,0.129,0.24196428571428572,0.5758928571428571,763.0,114.0,6.6347826086956525,17.0,7.0,37.0,10.633576836158191,51.0,19.0,9.0,2.0,6.0,"[('NVIDIA', 3), ('platform', 3), ('GPU', 2), ('AI', 2), ('achieved', 1), ('record', 1), ('quarter', 1), ('capping', 1), ('excellent', 1), ('year', 1)]",-1.0,1.0,-1.0,7.270217096336499
49,nvidia,2019-02-01,38.271961,1144572800,"This was a turbulent close to what had been a great year,” said Jensen Huang, founder and CEO of NVIDIA. “The combination of post-crypto excess channel inventory and recent deteriorating end-market conditions drove a disappointing quarter. Despite this setback, NVIDIA’s fundamental position and the markets we serve are strong. The accelerated computing platform we pioneered is central to some of world’s most important and fastest growing industries - from artificial intelligence to autonomous vehicles to robotics. We fully expect to return to sustained growth",20.615498,5.051575,2.562100000000001,0.0,0.0,0.9134,0.033,0.793,0.174,0.14814814814814814,0.6537037037037038,565.0,84.0,6.647058823529412,10.0,2.0,32.0,11.748689830508475,26.0,17.0,15.0,2.0,4.0,"[('NVIDIA', 2), ('turbulent', 1), ('close', 1), ('great', 1), ('year', 1), ('said', 1), ('Jensen', 1), ('Huang', 1), ('founder', 1), ('CEO', 1)]",1.0,1.0,1.0,0.28466154521510095
61,nvidia,2020-02-01,67.266151,1184865200,"Adoption of NVIDIA accelerated computing drove excellent results, with record data center revenue,” said Jensen Huang, founder and CEO of NVIDIA. “Our initiatives are achieving great success. NVIDIA RTX ray tracing is reinventing computer graphics, driving powerful adoption across gaming, VR and design markets, while opening new opportunities in rendering and cloud gaming. NVIDIA AI is enabling breakthroughs in language understanding, conversational AI and recommendation engines - the core algorithms that power the internet today. And new NVIDIA computing applications in 5G, genomics, robotics and autonomous vehicles enable us to continue important work that has great impact. We are well positioned for the greatest technology trends of our time",62.36133600000001,67.67730000000002,27.41436,0.0,0.0,0.9819,0.0,0.775,0.225,0.4702479338842975,0.6553719008264463,754.0,109.0,6.8545454545454545,15.0,11.0,28.0,12.153742424242424,54.0,18.0,10.0,1.0,4.0,"[('NVIDIA', 5), ('computing', 2), ('great', 2), ('gaming', 2), ('new', 2), ('AI', 2), ('Adoption', 1), ('accelerated', 1), ('drove', 1), ('excellent', 1)]",1.0,1.0,1.0,3.314285714285715
73,nvidia,2021-02-01,136.859894,668032400,"Q4 was another record quarter, capping a breakout year for NVIDIA’s computing platforms,” said Jensen Huang, founder and CEO of NVIDIA. “Our pioneering work in accelerated computing has led to gaming becoming the world’s most popular entertainment, to supercomputing being democratized for all researchers, and to AI emerging as the most important force in technology. Demand for GeForce RTX 30 Series GPUs is incredible. NVIDIA RTX has started a major upgrade cycle as gamers jump to ray tracing, DLSS and AI. Our A100 universal AI data center GPUs are ramping strongly across cloud-service providers and vertical industries. Thousands of companies across the world are applying NVIDIA AI to create cloud-connected products with AI services that will transform the world’s largest industries. We are seeing the smartphone moment for every industry. Mellanox has expanded our footprint across the data center. And we are making good progress toward acquiring Arm, which will create enormous new opportunities for the entire ecosystem",107.704498,70.02470400000001,62.81814600000001,0.0,0.0,0.962,0.009,0.857,0.134,0.29881313131313125,0.5775252525252526,1033.0,158.0,6.49685534591195,17.0,14.0,52.0,11.78050107095047,64.0,35.0,15.0,4.0,5.0,"[('AI', 5), ('NVIDIA', 4), ('world', 3), ('computing', 2), ('RTX', 2), ('GPUs', 2), ('data', 2), ('center', 2), ('cloud', 2), ('industries', 2)]",1.0,1.0,1.0,0.8459888984827929
85,nvidia,2022-02-01,243.555618,1064427000,"We are seeing exceptional demand for NVIDIA computing platforms,” said Jensen Huang, founder and CEO of NVIDIA. “NVIDIA is propelling advances in AI, digital biology, climate sciences, gaming, creative design, autonomous vehicles and robotics – some of today's most impactful fields. We are entering the new year with strong momentum across our businesses and excellent traction with our new software business models with NVIDIA AI, NVIDIA Omniverse and NVIDIA DRIVE. GTC is coming. We will announce many new products, applications and partners for NVIDIA computing,” he said.",-48.239013,-122.265876,-92.122833,0.0,0.0,0.8445,0.019,0.877,0.105,0.4008264462809917,0.6179063360881542,576.0,87.0,6.545454545454546,16.0,12.0,27.0,12.297458162631905,41.0,13.0,12.0,1.0,6.0,"[('NVIDIA', 7), ('new', 3), ('computing', 2), ('said', 2), ('AI', 2), ('seeing', 1), ('exceptional', 1), ('demand', 1), ('platforms', 1), ('Jensen', 1)]",-1.0,-1.0,-1.0,0.40232660228270417
